2020/06/02,House Cleaning,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,26
2020/06/02,House Cleaning,St. Joseph MO,0
2020/06/02,House Cleaning,Ottumwa IA-Kirksville MO,0
2020/06/02,House Cleaning,Quincy IL-Hannibal MO-Keokuk IA,0
2020/06/02,House Cleaning,Missoula MT,100
2020/06/02,House Cleaning,Minot-Bismarck-Dickinson(Williston) ND,3
2020/06/02,House Cleaning,Glendive MT,0
2020/06/02,House Cleaning,Butte-Bozeman MT,0
2020/06/02,House Cleaning,Great Falls MT,0
2020/06/02,House Cleaning,Billings MT,0
2020/06/02,House Cleaning,Helena MT,0
2020/06/02,House Cleaning,Omaha NE,100
2020/06/02,House Cleaning,Lincoln & Hastings-Kearney NE,92
2020/06/02,House Cleaning,Sioux Falls(Mitchell) SD,1
2020/06/02,House Cleaning,Denver CO,0
2020/06/02,House Cleaning,North Platte NE,0
2020/06/02,House Cleaning,Sioux City IA,0
2020/06/02,House Cleaning,Cheyenne WY-Scottsbluff NE,0
2020/06/02,House Cleaning,Reno NV,100
2020/06/02,House Cleaning,Las Vegas NV,93
2020/06/02,House Cleaning,Salt Lake City UT,1
2020/06/02,House Cleaning,Boston MA-Manchester NH,100
2020/06/02,House Cleaning,Burlington VT-Plattsburgh NY,79
2020/06/02,House Cleaning,Portland-Auburn ME,46
2020/06/02,House Cleaning,Philadelphia PA,100
2020/06/02,House Cleaning,New York NY,94
2020/06/02,House Cleaning,Albuquerque-Santa Fe NM,100
2020/06/02,House Cleaning,Amarillo TX,20
2020/06/02,House Cleaning,El Paso TX,14
2020/06/02,House Cleaning,Albany-Schenectady-Troy NY,100
2020/06/02,House Cleaning,Syracuse NY,98
2020/06/02,House Cleaning,Rochester NY,98
2020/06/02,House Cleaning,Buffalo NY,97
2020/06/02,House Cleaning,New York NY,81
2020/06/02,House Cleaning,Binghamton NY,74
2020/06/02,House Cleaning,Burlington VT-Plattsburgh NY,9
2020/06/02,House Cleaning,Utica NY,0
2020/06/02,House Cleaning,Elmira NY,0
2020/06/02,House Cleaning,Watertown NY,0
2020/06/02,House Cleaning,Raleigh-Durham (Fayetteville) NC,100
2020/06/02,House Cleaning,Greensboro-High Point-Winston Salem NC,95
2020/06/02,House Cleaning,Wilmington NC,89
2020/06/02,House Cleaning,Greenville-New Bern-Washington NC,85
2020/06/02,House Cleaning,Charlotte NC,80
2020/06/02,House Cleaning,Greenville-Spartanburg SC-Asheville NC-Anderson SC,36
2020/06/02,House Cleaning,Florence-Myrtle Beach SC,8
2020/06/02,House Cleaning,Norfolk-Portsmouth-Newport News VA,6
2020/06/02,House Cleaning,Minot-Bismarck-Dickinson(Williston) ND,100
2020/06/02,House Cleaning,Fargo-Valley City ND,73
2020/06/02,House Cleaning,Dayton OH,100
2020/06/02,House Cleaning,Columbus OH,99
2020/06/02,House Cleaning,Cleveland-Akron (Canton) OH,93
2020/06/02,House Cleaning,Cincinnati OH,86
2020/06/02,House Cleaning,Toledo OH,82
2020/06/02,House Cleaning,Youngstown OH,69
2020/06/02,House Cleaning,Charleston-Huntington WV,15
2020/06/02,House Cleaning,Ft. Wayne IN,5
2020/06/02,House Cleaning,Zanesville OH,0
2020/06/02,House Cleaning,Lima OH,0
2020/06/02,House Cleaning,Wheeling WV-Steubenville OH,0
2020/06/02,House Cleaning,Parkersburg WV,0
2020/06/02,House Cleaning,Oklahoma City OK,100
2020/06/02,House Cleaning,Tulsa OK,99
2020/06/02,House Cleaning,Wichita Falls TX & Lawton OK,44
2020/06/02,House Cleaning,Sherman TX-Ada OK,38
2020/06/02,House Cleaning,Amarillo TX,4
2020/06/02,House Cleaning,Ft. Smith-Fayetteville-Springdale-Rogers AR,4
2020/06/02,House Cleaning,Bend OR,100
2020/06/02,House Cleaning,Medford-Klamath Falls OR,79
2020/06/02,House Cleaning,Eugene OR,75
2020/06/02,House Cleaning,Portland OR,70
2020/06/02,House Cleaning,Yakima-Pasco-Richland-Kennewick WA,4
2020/06/02,House Cleaning,Boise ID,1
2020/06/02,House Cleaning,Pittsburgh PA,100
2020/06/02,House Cleaning,Harrisburg-Lancaster-Lebanon-York PA,98
2020/06/02,House Cleaning,Wilkes Barre-Scranton PA,98
2020/06/02,House Cleaning,Erie PA,96
2020/06/02,House Cleaning,Philadelphia PA,88
2020/06/02,House Cleaning,Johnstown-Altoona PA,79
2020/06/02,House Cleaning,Youngstown OH,11
2020/06/02,House Cleaning,Buffalo NY,1
2020/06/02,House Cleaning,Elmira NY,0
2020/06/02,House Cleaning,Charleston SC,100
2020/06/02,House Cleaning,Columbia SC,89
2020/06/02,House Cleaning,Florence-Myrtle Beach SC,73
2020/06/02,House Cleaning,Greenville-Spartanburg SC-Asheville NC-Anderson SC,58
2020/06/02,House Cleaning,Savannah GA,24
2020/06/02,House Cleaning,Augusta GA,19
2020/06/02,House Cleaning,Charlotte NC,9
2020/06/02,House Cleaning,Sioux Falls(Mitchell) SD,100
2020/06/02,House Cleaning,Rapid City SD,0
2020/06/02,House Cleaning,Nashville TN,100
2020/06/02,House Cleaning,Knoxville TN,89
2020/06/02,House Cleaning,Tri-Cities TN-VA,68
2020/06/02,House Cleaning,Memphis TN,66
2020/06/02,House Cleaning,Chattanooga TN,63
2020/06/02,House Cleaning,Jackson TN,0
2020/06/02,House Cleaning,Lubbock TX,100
2020/06/02,House Cleaning,Austin TX,76
2020/06/02,House Cleaning,Dallas-Ft. Worth TX,75
2020/06/02,House Cleaning,Tyler-Longview(Lufkin & Nacogdoches) TX,70
2020/06/02,House Cleaning,Houston TX,67
2020/06/02,House Cleaning,San Antonio TX,63
2020/06/02,House Cleaning,Beaumont-Port Arthur TX,61
2020/06/02,House Cleaning,Waco-Temple-Bryan TX,61
2020/06/02,House Cleaning,Abilene-Sweetwater TX,56
2020/06/02,House Cleaning,Odessa-Midland TX,55
2020/06/02,House Cleaning,Amarillo TX,52
2020/06/02,House Cleaning,Corpus Christi TX,51
2020/06/02,House Cleaning,El Paso TX,33
2020/06/02,House Cleaning,Sherman TX-Ada OK,33
2020/06/02,House Cleaning,Wichita Falls TX & Lawton OK,30
2020/06/02,House Cleaning,Harlingen-Weslaco-Brownsville-McAllen TX,25
2020/06/02,House Cleaning,Shreveport LA,21
2020/06/02,House Cleaning,San Angelo TX,0
2020/06/02,House Cleaning,Victoria TX,0
2020/06/02,House Cleaning,Laredo TX,0
2020/06/02,House Cleaning,Burlington VT-Plattsburgh NY,100
2020/06/02,House Cleaning,Richmond-Petersburg VA,100
2020/06/02,House Cleaning,Norfolk-Portsmouth-Newport News VA,99
2020/06/02,House Cleaning,Charlottesville VA,82
2020/06/02,House Cleaning,Roanoke-Lynchburg VA,54
2020/06/02,House Cleaning,Washington DC (Hagerstown MD),44
2020/06/02,House Cleaning,Tri-Cities TN-VA,20
2020/06/02,House Cleaning,Harrisonburg VA,0
2020/06/02,House Cleaning,Bluefield-Beckley-Oak Hill WV,0
2020/06/02,House Cleaning,Seattle-Tacoma WA,100
2020/06/02,House Cleaning,Yakima-Pasco-Richland-Kennewick WA,77
2020/06/02,House Cleaning,Spokane WA,58
2020/06/02,House Cleaning,Portland OR,11
2020/06/02,House Cleaning,Charleston-Huntington WV,100
2020/06/02,House Cleaning,Washington DC (Hagerstown MD),2
2020/06/02,House Cleaning,Clarksburg-Weston WV,0
2020/06/02,House Cleaning,Bluefield-Beckley-Oak Hill WV,0
2020/06/02,House Cleaning,Parkersburg WV,0
2020/06/02,House Cleaning,Wheeling WV-Steubenville OH,0
2020/06/02,House Cleaning,Harrisonburg VA,0
2020/06/02,House Cleaning,Madison WI,100
2020/06/02,House Cleaning,Green Bay-Appleton WI,95
2020/06/02,House Cleaning,Milwaukee WI,95
2020/06/02,House Cleaning,Wausau-Rhinelander WI,91
2020/06/02,House Cleaning,La Crosse-Eau Claire WI,84
2020/06/02,House Cleaning,Duluth MN-Superior WI,11
2020/06/02,House Cleaning,Minneapolis-St. Paul MN,4
2020/06/02,House Cleaning,Idaho Falls-Pocatello ID,100
2020/06/02,House Cleaning,Salt Lake City UT,10
2020/06/02,House Cleaning,Denver CO,7
2020/06/02,House Cleaning,Cheyenne WY-Scottsbluff NE,0
2020/06/02,House Cleaning,Casper-Riverton WY,0
2020/06/02,House Cleaning,Billings MT,0
2020/06/02,House Cleaning,Rapid City SD,0
2020/06/02,Lawn Mowing and Trimming,Huntsville-Decatur (Florence) AL,0
2020/06/02,Lawn Mowing and Trimming,Birmingham AL,0
2020/06/02,Lawn Mowing and Trimming,Columbus GA,0
2020/06/02,Lawn Mowing and Trimming,Dothan AL,0
2020/06/02,Lawn Mowing and Trimming,Mobile AL-Pensacola (Ft. Walton Beach) FL,0
2020/06/02,Lawn Mowing and Trimming,Montgomery (Selma) AL,0
2020/06/02,Lawn Mowing and Trimming,Meridian MS,0
2020/06/02,Lawn Mowing and Trimming,Anchorage AK,0
2020/06/02,Lawn Mowing and Trimming,Fairbanks AK,0
2020/06/02,Lawn Mowing and Trimming,Juneau AK,0
2020/06/02,Lawn Mowing and Trimming,Phoenix AZ,0
2020/06/02,Lawn Mowing and Trimming,Yuma AZ-El Centro CA,0
2020/06/02,Lawn Mowing and Trimming,Tucson (Sierra Vista) AZ,0
2020/06/02,Lawn Mowing and Trimming,Shreveport LA,0
2020/06/02,Lawn Mowing and Trimming,Springfield MO,0
2020/06/02,Lawn Mowing and Trimming,Monroe LA-El Dorado AR,0
2020/06/02,Lawn Mowing and Trimming,Memphis TN,0
2020/06/02,Lawn Mowing and Trimming,Ft. Smith-Fayetteville-Springdale-Rogers AR,0
2020/06/02,Lawn Mowing and Trimming,Little Rock-Pine Bluff AR,0
2020/06/02,Lawn Mowing and Trimming,Jonesboro AR,0
2020/06/02,Lawn Mowing and Trimming,Chico-Redding CA,0
2020/06/02,Lawn Mowing and Trimming,Bakersfield CA,0
2020/06/02,Lawn Mowing and Trimming,Monterey-Salinas CA,0
2020/06/02,Lawn Mowing and Trimming,Sacramento-Stockton-Modesto CA,0
2020/06/02,Lawn Mowing and Trimming,San Diego CA,0
2020/06/02,Lawn Mowing and Trimming,San Francisco-Oakland-San Jose CA,0
2020/06/02,Lawn Mowing and Trimming,Los Angeles CA,0
2020/06/02,Lawn Mowing and Trimming,Yuma AZ-El Centro CA,0
2020/06/02,Lawn Mowing and Trimming,Eureka CA,0
2020/06/02,Lawn Mowing and Trimming,Palm Springs CA,0
2020/06/02,Lawn Mowing and Trimming,Reno NV,0
2020/06/02,Lawn Mowing and Trimming,Medford-Klamath Falls OR,0
2020/06/02,Lawn Mowing and Trimming,Santa Barbara-Santa Maria-San Luis Obispo CA,0
2020/06/02,Lawn Mowing and Trimming,Fresno-Visalia CA,0
2020/06/02,Lawn Mowing and Trimming,Denver CO,0
2020/06/02,Lawn Mowing and Trimming,Colorado Springs-Pueblo CO,0
2020/06/02,Lawn Mowing and Trimming,Grand Junction-Montrose CO,0
2020/06/02,Lawn Mowing and Trimming,Hartford & New Haven CT,0
2020/06/02,Lawn Mowing and Trimming,Philadelphia PA,0
2020/06/02,Lawn Mowing and Trimming,Salisbury MD,0
2020/06/02,Lawn Mowing and Trimming,Tallahassee FL-Thomasville GA,0
2020/06/02,Lawn Mowing and Trimming,Tampa-St. Petersburg (Sarasota) FL,0
2020/06/02,Lawn Mowing and Trimming,Jacksonville FL,0
2020/06/02,Lawn Mowing and Trimming,West Palm Beach-Ft. Pierce FL,0
2020/06/02,Lawn Mowing and Trimming,Orlando-Daytona Beach-Melbourne FL,0
2020/06/02,Lawn Mowing and Trimming,Miami-Ft. Lauderdale FL,0
2020/06/02,Lawn Mowing and Trimming,Ft. Myers-Naples FL,0
2020/06/02,Lawn Mowing and Trimming,Gainesville FL,0
2020/06/02,Lawn Mowing and Trimming,Panama City FL,0
2020/06/02,Lawn Mowing and Trimming,Mobile AL-Pensacola (Ft. Walton Beach) FL,0
2020/06/02,Lawn Mowing and Trimming,Tallahassee FL-Thomasville GA,0
2020/06/02,Lawn Mowing and Trimming,Savannah GA,0
2020/06/02,Lawn Mowing and Trimming,Atlanta GA,0
2020/06/02,Lawn Mowing and Trimming,Macon GA,0
2020/06/02,Lawn Mowing and Trimming,Augusta GA,0
2020/06/02,Lawn Mowing and Trimming,Columbus GA,0
2020/06/02,Lawn Mowing and Trimming,Albany GA,0
2020/06/02,Lawn Mowing and Trimming,Jacksonville FL,0
2020/06/02,Lawn Mowing and Trimming,Chattanooga TN,0
2020/06/02,Lawn Mowing and Trimming,Dothan AL,0
2020/06/02,Lawn Mowing and Trimming,Honolulu HI,0
2020/06/02,Lawn Mowing and Trimming,Twin Falls ID,0
2020/06/02,Lawn Mowing and Trimming,Boise ID,0
2020/06/02,Lawn Mowing and Trimming,Idaho Falls-Pocatello ID,0
2020/06/02,Lawn Mowing and Trimming,Spokane WA,0
2020/06/02,Lawn Mowing and Trimming,Rockford IL,0
2020/06/02,Lawn Mowing and Trimming,Davenport IA-Rock Island-Moline IL,0
2020/06/02,Lawn Mowing and Trimming,Peoria-Bloomington IL,0
2020/06/02,Lawn Mowing and Trimming,Chicago IL,0
2020/06/02,Lawn Mowing and Trimming,Terre Haute IN,0
2020/06/02,Lawn Mowing and Trimming,St. Louis MO,0
2020/06/02,Lawn Mowing and Trimming,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0
2020/06/02,Lawn Mowing and Trimming,Champaign & Springfield-Decatur IL,0
2020/06/02,Lawn Mowing and Trimming,Evansville IN,0
2020/06/02,Lawn Mowing and Trimming,Quincy IL-Hannibal MO-Keokuk IA,0
2020/06/02,Lawn Mowing and Trimming,Evansville IN,0
2020/06/02,Lawn Mowing and Trimming,Indianapolis IN,0
2020/06/02,Lawn Mowing and Trimming,Chicago IL,0
2020/06/02,Lawn Mowing and Trimming,Ft. Wayne IN,0
2020/06/02,Lawn Mowing and Trimming,Cincinnati OH,0
2020/06/02,Lawn Mowing and Trimming,Louisville KY,0
2020/06/02,Lawn Mowing and Trimming,Terre Haute IN,0
2020/06/02,Lawn Mowing and Trimming,Lafayette IN,0
2020/06/02,Lawn Mowing and Trimming,South Bend-Elkhart IN,0
2020/06/02,Lawn Mowing and Trimming,Des Moines-Ames IA,0
2020/06/02,Lawn Mowing and Trimming,Rochester MN-Mason City IA-Austin MN,0
2020/06/02,Lawn Mowing and Trimming,Sioux City IA,0
2020/06/02,Lawn Mowing and Trimming,Ottumwa IA-Kirksville MO,0
2020/06/02,Lawn Mowing and Trimming,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0
2020/06/02,Lawn Mowing and Trimming,Omaha NE,0
2020/06/02,Lawn Mowing and Trimming,Davenport IA-Rock Island-Moline IL,0
2020/06/02,Lawn Mowing and Trimming,Wichita-Hutchinson KS,0
2020/06/02,Lawn Mowing and Trimming,Kansas City MO,0
2020/06/02,Lawn Mowing and Trimming,Joplin MO-Pittsburg KS,0
2020/06/02,Lawn Mowing and Trimming,Topeka KS,0
2020/06/02,Lawn Mowing and Trimming,St. Joseph MO,0
2020/06/02,Lawn Mowing and Trimming,Bowling Green KY,0
2020/06/02,Lawn Mowing and Trimming,Cincinnati OH,0
2020/06/02,Lawn Mowing and Trimming,Louisville KY,0
2020/06/02,Lawn Mowing and Trimming,Tri-Cities TN-VA,0
2020/06/02,Lawn Mowing and Trimming,Lexington KY,0
2020/06/02,Lawn Mowing and Trimming,Knoxville TN,0
2020/06/02,Lawn Mowing and Trimming,Charleston-Huntington WV,0
2020/06/02,Lawn Mowing and Trimming,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0
2020/06/02,Lawn Mowing and Trimming,Evansville IN,0
2020/06/02,Lawn Mowing and Trimming,Nashville TN,0
2020/06/02,Lawn Mowing and Trimming,Shreveport LA,0
2020/06/02,Lawn Mowing and Trimming,New Orleans LA,0
2020/06/02,Lawn Mowing and Trimming,Monroe LA-El Dorado AR,0
2020/06/02,Lawn Mowing and Trimming,Lafayette LA,0
2020/06/02,Lawn Mowing and Trimming,Lake Charles LA,0
2020/06/02,Lawn Mowing and Trimming,Alexandria LA,0
2020/06/02,Lawn Mowing and Trimming,Baton Rouge LA,0
2020/06/02,Lawn Mowing and Trimming,Portland-Auburn ME,0
2020/06/02,Lawn Mowing and Trimming,Bangor ME,0
2020/06/02,Lawn Mowing and Trimming,Presque Isle ME,0
2020/06/02,Lawn Mowing and Trimming,Baltimore MD,0
2020/06/02,Lawn Mowing and Trimming,Washington DC (Hagerstown MD),0
2020/06/02,Lawn Mowing and Trimming,Salisbury MD,0
2020/06/02,Lawn Mowing and Trimming,Boston MA-Manchester NH,0
2020/06/02,Lawn Mowing and Trimming,Providence RI-New Bedford MA,0
2020/06/02,Lawn Mowing and Trimming,Springfield-Holyoke MA,0
2020/06/02,Lawn Mowing and Trimming,Lansing MI,0
2020/06/02,Lawn Mowing and Trimming,Detroit MI,0
2020/06/02,Lawn Mowing and Trimming,Flint-Saginaw-Bay City MI,0
2020/06/02,Lawn Mowing and Trimming,Traverse City-Cadillac MI,0
2020/06/02,Lawn Mowing and Trimming,Toledo OH,0
2020/06/02,Lawn Mowing and Trimming,Marquette MI,0
2020/06/02,Lawn Mowing and Trimming,Grand Rapids-Kalamazoo-Battle Creek MI,0
2020/06/02,Lawn Mowing and Trimming,Alpena MI,0
2020/06/02,Lawn Mowing and Trimming,South Bend-Elkhart IN,0
2020/06/02,Lawn Mowing and Trimming,Minneapolis-St. Paul MN,0
2020/06/02,Lawn Mowing and Trimming,Rochester MN-Mason City IA-Austin MN,0
2020/06/02,Lawn Mowing and Trimming,Duluth MN-Superior WI,0
2020/06/02,Lawn Mowing and Trimming,La Crosse-Eau Claire WI,0
2020/06/02,Lawn Mowing and Trimming,Fargo-Valley City ND,0
2020/06/02,Lawn Mowing and Trimming,Mankato MN,0
2020/06/02,Lawn Mowing and Trimming,Memphis TN,0
2020/06/02,Lawn Mowing and Trimming,Greenwood-Greenville MS,0
2020/06/02,Lawn Mowing and Trimming,Columbus-Tupelo-West Point MS,0
2020/06/02,Lawn Mowing and Trimming,Hattiesburg-Laurel MS,0
2020/06/02,Lawn Mowing and Trimming,Meridian MS,0
2020/06/02,Lawn Mowing and Trimming,Baton Rouge LA,0
2020/06/02,Lawn Mowing and Trimming,Jackson MS,0
2020/06/02,Lawn Mowing and Trimming,Biloxi-Gulfport MS,0
2020/06/02,Lawn Mowing and Trimming,Joplin MO-Pittsburg KS,0
2020/06/02,Lawn Mowing and Trimming,Columbia-Jefferson City MO,0
2020/06/02,Lawn Mowing and Trimming,St. Louis MO,0
2020/06/02,Lawn Mowing and Trimming,Kansas City MO,0
2020/06/02,Lawn Mowing and Trimming,Springfield MO,0
2020/06/02,Lawn Mowing and Trimming,Ottumwa IA-Kirksville MO,0
2020/06/02,Lawn Mowing and Trimming,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0
2020/06/02,Lawn Mowing and Trimming,St. Joseph MO,0
2020/06/02,Lawn Mowing and Trimming,Quincy IL-Hannibal MO-Keokuk IA,0
2020/06/02,Lawn Mowing and Trimming,Minot-Bismarck-Dickinson(Williston) ND,0
2020/06/02,Lawn Mowing and Trimming,Butte-Bozeman MT,0
2020/06/02,Lawn Mowing and Trimming,Great Falls MT,0
2020/06/02,Lawn Mowing and Trimming,Billings MT,0
2020/06/02,Lawn Mowing and Trimming,Missoula MT,0
2020/06/02,Lawn Mowing and Trimming,Helena MT,0
2020/06/02,Lawn Mowing and Trimming,Glendive MT,0
